text,sentiment
currently working on the sdp prototype so much to do,neutral
hi tweete surprised to see everyone still up maybe it the full moon,positive
hope you feel better soon and check out my cool backround on my profile,positive
hey i m chillin right now gettin ready for school mohawk kidd,positive
i feel extra nauseous all of a sudden like my stomach was ready to resume peristalsis after the events of two nights prior,negative
you re not going are you,neutral
i gon na miss them so much i crying right now,negative
do u hav a garden bunny probs r decidedly uncool thanks link,neutral
totally agree but she always seems to be henpecking john even before the cheating thing,neutral
love is an air conditioner on a hot day a heater on a cold day and a warm body in bed any day yep me again,positive
and i have a gentleman agreement whoever wins the first match or is it best of three pays for the other person copy,neutral
is thinking so much and i at work,neutral
what was the compiment i glad you having a good time,positive
it turns out i really like sixty years old guys you were right i off to seek my future a little later than planned,neutral
to make it worse its my friends party tonight and i stuck here i have seen her for months,negative
watching shark boy and lava girl on disney channel hanging out with sarah jane micah rachel,neutral
my head is hurting,negative
i know he did ask me,neutral
photovia i dreamt i was doing spells from harry potter yesterday night lol i loved it,positive
oops that would be,negative
crawling into bed super happy that the penguins won tonight,positive
really ill atm,neutral
my party is wiped out they be all dead and stuff,negative
its about to storm soo much goin out ill just play on the net for awhile,neutral
i think i should but with who hmmmm maybe a friend in alaska,neutral
ah gdit ranger game this afternoon,neutral
ahh that would rock,neutral
is enough time if i get into vip but i know that does make up for it at least they have each other,neutral
hi i m barb frm ia new to tweetin enjoy reading ur tweets u seem like a wonderful person i know ur a wonderful actress,positive
hey girl yeah my allergies kick in at the most random times hmph,negative
um that s my favorite beer why must you torture me so when i ca make it down there,neutral
no trying to reason with it it did listen,negative
i will n btw happy mothers day sissy,positive
have been rolling on the bed for the past hours still unable to sleep,neutral
as much as we would love that it is hard to make ends meet up here with the job situations and all,neutral
june gloom seems to have arrived early,neutral
i work in one hour,neutral
cuss u siad u were having it lol,neutral
thanks everybody for your wonderful feedback re my happiletter,positive
you are welcome,positive
i was bored really my redd converse i love converse,positive
very very interesting night in defiance to say the least but hey i got guys and dolls for free,positive
rocks just spurted fanta out of my mouth laughing at that,neutral
hope you have a great day tomorrow happy mothers day let us know what you did,positive
do tease me i in desperate need of an adjustment,negative
ohh yeah i sometimes forget your in the other but cheek ok america,neutral
well the customer is always right at least that what they tell me,neutral
sore head hope my girls ok,neutral
alas we ca broadcast the lunches as we have no bandwidth in those rooms,negative
back at hours till work,neutral
that may be i still do like hearing his name so much blackhawks canucks,negative
i got talent too u nvr hear me sing or dance them does call me mini breezy,neutral
bah i do think fb fan page will get to,negative
last night was fun w the lightening and thunder today will be in the,positive
